hand_number,player_name,hand_profit,cumulative_pnl,stack_after_hand
404,GTO Baseline,2,6444,105836
404,Callbox,1,-5229,94164
405,Callbox,8,-5221,94170
405,GTO Baseline,-5,6439,105830
406,GTO Baseline,-13,6426,105815
406,Callbox,16,-5205,94185
407,Callbox,-54,-5259,94129
407,GTO Baseline,57,6483,105871
408,GTO Baseline,4,6487,105873
408,Callbox,-1,-5260,94127
409,Callbox,2,-5258,94127
409,GTO Baseline,1,6488,105873
410,GTO Baseline,4,6492,105875
410,Callbox,-1,-5259,94125
411,Callbox,4,-5255,94127
411,GTO Baseline,-1,6491,105873
412,GTO Baseline,55,6546,105926
412,Callbox,-52,-5307,94074
413,Callbox,4,-5303,94076
413,GTO Baseline,-1,6545,105924
414,GTO Baseline,200,6745,106122
414,Callbox,-197,-5500,93878
415,Callbox,4,-5496,93880
415,GTO Baseline,-1,6744,106120
416,GTO Baseline,0,6744,106118
416,Callbox,3,-5493,93882
417,Callbox,4,-5489,93884
417,GTO Baseline,-1,6743,106116
418,GTO Baseline,0,6743,106114
418,Callbox,3,-5486,93886
419,Callbox,-126,-5612,93758
419,GTO Baseline,129,6872,106242
420,GTO Baseline,62,6934,106302
420,Callbox,-59,-5671,93698
421,Callbox,117,-5554,93813
421,GTO Baseline,-114,6820,106187
422,GTO Baseline,0,6820,106185
422,Callbox,3,-5551,93815
423,Callbox,-10,-5561,93803
423,GTO Baseline,13,6833,106197
424,GTO Baseline,-4,6829,106191
424,Callbox,7,-5554,93809
425,Callbox,4,-5550,93811
425,GTO Baseline,-1,6828,106189
426,GTO Baseline,-4,6824,106183
426,Callbox,7,-5543,93817
427,Callbox,0,-5543,93815
427,GTO Baseline,3,6827,106185
428,GTO Baseline,-66,6761,106117
428,Callbox,69,-5474,93883
429,Callbox,4,-5470,93885
429,GTO Baseline,-1,6760,106115
430,GTO Baseline,59,6819,106172
430,Callbox,-56,-5526,93828
431,Callbox,149,-5377,93975
431,GTO Baseline,-146,6673,106025
432,GTO Baseline,62,6735,106085
432,Callbox,-59,-5436,93915
433,Callbox,184,-5252,94097
433,GTO Baseline,-181,6554,105903
434,GTO Baseline,-4,6550,105897
434,Callbox,7,-5245,94103
435,Callbox,64,-5181,94165
435,GTO Baseline,-61,6489,105835
436,GTO Baseline,0,6489,105833
436,Callbox,3,-5178,94167
437,Callbox,39,-5139,94204
437,GTO Baseline,-36,6453,105796
438,GTO Baseline,-196,6257,105598
438,Callbox,199,-4940,94402
439,Callbox,0,-4940,94400
439,GTO Baseline,3,6260,105600
440,GTO Baseline,-65,6195,105533
440,Callbox,68,-4872,94467
441,Callbox,20,-4852,94485
441,GTO Baseline,-17,6178,105515
442,GTO Baseline,8,6186,105521
442,Callbox,-5,-4857,94479
443,Callbox,8,-4849,94485
443,GTO Baseline,-5,6181,105515
444,GTO Baseline,-4,6177,105509
444,Callbox,7,-4842,94491
445,Callbox,0,-4842,94489
445,GTO Baseline,3,6180,105511
446,GTO Baseline,-187,5993,105322
446,Callbox,190,-4652,94678
447,Callbox,14,-4638,94690
447,GTO Baseline,-11,5982,105310
448,GTO Baseline,62,6044,105370
448,Callbox,-59,-4697,94630
449,Callbox,8,-4689,94636
449,GTO Baseline,-5,6039,105364
450,GTO Baseline,-53,5986,105309
450,Callbox,56,-4633,94691
451,Callbox,-162,-4795,94527
451,GTO Baseline,165,6151,105473
452,GTO Baseline,-55,6096,105416
452,Callbox,58,-4737,94584
453,Callbox,2,-4735,94584
453,GTO Baseline,1,6097,105416
454,GTO Baseline,-141,5956,105273
454,Callbox,144,-4591,94727
455,Callbox,64,-4527,94789
455,GTO Baseline,-61,5895,105211
456,GTO Baseline,4,5899,105213
456,Callbox,-1,-4528,94787
457,Callbox,-35,-4563,94750
457,GTO Baseline,38,5937,105250
458,GTO Baseline,22,5959,105270
458,Callbox,-19,-4582,94730
459,Callbox,2,-4580,94730
459,GTO Baseline,1,5960,105270
460,GTO Baseline,-4,5956,105264
460,Callbox,7,-4573,94736
461,Callbox,75,-4498,94809
461,GTO Baseline,-72,5884,105191
462,GTO Baseline,164,6048,105353
462,Callbox,-161,-4659,94647
463,Callbox,-10,-4669,94635
463,GTO Baseline,13,6061,105365
464,GTO Baseline,-4,6057,105359
464,Callbox,7,-4662,94641
465,Callbox,4,-4658,94643
465,GTO Baseline,-1,6056,105357
466,GTO Baseline,20,6076,105375
466,Callbox,-17,-4675,94625
467,Callbox,-10,-4685,94613
467,GTO Baseline,13,6089,105387
468,GTO Baseline,4,6093,105389
468,Callbox,-1,-4686,94611
469,Callbox,0,-4686,94609
469,GTO Baseline,3,6096,105391
470,GTO Baseline,4,6100,105393
470,Callbox,-1,-4687,94607
471,Callbox,0,-4687,94605
471,GTO Baseline,3,6103,105395
472,GTO Baseline,0,6103,105393
472,Callbox,3,-4684,94607
473,Callbox,4,-4680,94609
473,GTO Baseline,-1,6102,105391
474,GTO Baseline,0,6102,105389
474,Callbox,3,-4677,94611
475,Callbox,-54,-4731,94555
475,GTO Baseline,57,6159,105445
476,GTO Baseline,-4,6155,105439
476,Callbox,7,-4724,94561
477,Callbox,48,-4676,94607
477,GTO Baseline,-45,6110,105393
478,GTO Baseline,4,6114,105395
478,Callbox,-1,-4677,94605
479,Callbox,-73,-4750,94530
479,GTO Baseline,76,6190,105470
480,GTO Baseline,-209,5981,105259
480,Callbox,212,-4538,94741
481,Callbox,0,-4538,94739
481,GTO Baseline,3,5984,105261
482,GTO Baseline,2,5986,105261
482,Callbox,1,-4537,94739
483,Callbox,63,-4474,94800
483,GTO Baseline,-60,5926,105200
484,GTO Baseline,189,6115,105387
484,Callbox,-186,-4660,94613
485,Callbox,-4,-4664,94607
485,GTO Baseline,7,6122,105393
486,GTO Baseline,-66,6056,105325
486,Callbox,69,-4595,94675
487,Callbox,4,-4591,94677
487,GTO Baseline,-1,6055,105323
488,GTO Baseline,-61,5994,105260
488,Callbox,64,-4527,94740
489,Callbox,14,-4513,94752
489,GTO Baseline,-11,5983,105248
490,GTO Baseline,182,6165,105428
490,Callbox,-179,-4692,94572
491,Callbox,4,-4688,94574
491,GTO Baseline,-1,6164,105426
492,GTO Baseline,-53,6111,105371
492,Callbox,56,-4632,94629
493,Callbox,8,-4624,94635
493,GTO Baseline,-5,6106,105365
494,GTO Baseline,-4,6102,105359
494,Callbox,7,-4617,94641
495,Callbox,0,-4617,94639
495,GTO Baseline,3,6105,105361
496,GTO Baseline,-4,6101,105355
496,Callbox,7,-4610,94645
497,Callbox,8,-4602,94651
497,GTO Baseline,-5,6096,105349
498,GTO Baseline,0,6096,105347
498,Callbox,3,-4599,94653
499,Callbox,0,-4599,94651
499,GTO Baseline,3,6099,105349
